ESG_Rating_Score,P/E Ratio,Revenue,EBITDA,Net Income,EPS,Market Cap,Debt to Equity,Current Ratio,Quick Ratio,1Y Return,Avg Volatility (30D),EBITDA Margin
5.714,19.72,16755999744,5942000128.0,3247000064,12.29,65820712960,247.1,0.18,0.08,73.5019002112219,2.67721349747407,0.3546192539259089
8.571,34.8,1522884992,956665984.0,386551008,2.11,13410007040,71.06,0.7,0.57,27.6976895284921,1.20969151005877,0.628193191886154
7.143,14.48,14085699584,4471000064.0,4499299840,39.32,61479587840,9.2,4.93,3.9,-41.6381677183179,1.76658244780773,0.31741412894242227
7.143,10.73,6661000192,2949985920.0,1896000000,2.07,19960739840,74.58,1.24,0.79,16.3133051867047,1.84426882123128,0.0
8.571,14.55,13566999552,2949985920.0,2180000000,10.38,30672162816,36.48,6.22,6.18,21.8563715274432,1.79282002986141,0.0
5.714,23.94,6949600256,1114700032.0,704600000,10.97,16208778240,105.69,1.76,1.23,61.0360396843551,2.36389553181639,0.16039771942819497
7.143,27.8,5021529088,1764669952.0,1313254016,8.92,36319510528,15.14,3.41,2.06,14.7042363909933,2.11599292662619,0.3514208363777181
8.571,37.92,7968200192,1588700032.0,903200000,7.93,33998788608,111.04,1.83,1.21,13.3905288117322,2.15994179961448,0.1993800348534215
5.714,55.96,3462863104,782566976.0,477232992,0.99,26849390592,67.2,0.87,0.68,20.56652245399,1.37596680921645,0.22598842417306256
7.143,41.23,7241299968,2872999936.0,1498400000,13.9,61623832576,38.79,0.46,0.36,10.4868653870567,1.30272897330047,0.39675195734137003
5.714,23.17,21129218048,3032374016.0,2090729984,6.32,48157736960,103.14,1.62,1.05,10.8539537061266,1.49043082076019,0.14351567621249625
7.143,36.31,16179000320,5038000128.0,2084000000,6.64,75118026752,115.99,0.66,0.59,29.1200918953464,1.0943304224022,0.3113913114750467
7.143,38.22,81738997760,13381999616.0,4600000000,3.41,173593346048,67.8,1.01,0.6,25.4523149672843,1.47566054180346,0.16371621848474205
8.571,40.21,2769868032,835348992.0,296044000,2.42,11471108096,43.54,3.58,2.71,-7.66555438818572,1.99969159674599,0.3015844012600236
8.571,30.45,2686020096,1788802944.0,815724992,7.57,24769832960,74.58,0.65,0.59,18.729762209744,1.63672160971016,0.6659678185818011
7.143,30.96,36347301888,6058200064.0,3129100032,2.75,96764461056,74.58,0.64,0.4,14.7980192966068,2.27474114845313,0.16667537201709337
5.714,25.88,20465000448,2949985920.0,6023000064,3.3,155097726976,121.99,0.54,0.54,15.9416297278263,1.85863304887303,0.0
7.143,33.78,23036899328,4433699840.0,2680100096,10.59,89568559104,329.97,0.77,0.39,14.0536520551209,1.48651873485255,0.19246078983429415
8.571,24.65,8787999744,2212000000.0,-256700000,-2.4,11869752320,115.62,0.6,0.21,-0.0343210041813569,1.5733682262453,0.25170688034102884
8.571,12.13,36072001536,8221000192.0,4190000128,2.95,48323973120,68.14,1.24,0.83,-24.7141365670492,2.09580925483153,0.22790529612822868
2.857,18.15,21569720320,1364608000.0,1150944000,1.84,19926784000,39.07,6.66,3.63,-57.2602056649881,6.97387918471972,0.06326498349330474
5.714,17.0,5069700096,1449900032.0,1020899968,19.1,16978888704,23.48,4.14,3.02,19.0355095971097,1.49855790605232,0.2859932549351337
8.571,60.53,6071761920,1445152000.0,1299943040,8.31,77773856768,7.15,2.68,2.35,-9.76156770523192,2.55310920956176,0.23801196737305536
7.143,21.08,27853000704,13374999552.0,4606000128,4.17,96703397888,188.38,0.86,0.48,15.6120532917042,1.15483145683475,0.48019959120882805
7.143,27.07,8307999744,1416000000.0,379000000,2.17,12927649792,242.58,1.19,0.64,18.3481140267036,1.98079806572433,0.17043813717286507
5.714,23.49,5963798016,4423502848.0,2367558912,7.27,64383909888,688.57,0.45,0.36,22.1042511687108,1.57064315504016,0.7417257989174663
8.571,40.37,14494000128,7144000000.0,3951000064,12.74,157714808832,31.88,0.9,0.77,21.0533968251778,1.25950193738117,0.4928936067965792
7.143,17.01,13347000320,5400000000.0,2921999872,4.55,49014079488,99.69,0.57,0.44,0.619893779171111,1.76661948413347,0.40458529036732654
10.0,37.22,5398370816,1421453056.0,616590016,6.21,22708707328,36.09,2.13,1.2,0.372909523916809,1.29383164645864,0.2633114886785873
8.571,17.97,17215582208,1964616960.0,1170243968,7.61,20499912704,47.5,2.74,1.29,2.9938972686005,2.31382104026962,0.11411853147127675
8.571,10.83,13086000128,2949985920.0,2662000128,8.88,27421675520,74.58,1.24,0.79,30.6384084693314,1.66805497023223,0.0
8.571,14.62,8540000256,1891000064.0,1494000000,6.95,21559123968,74.58,1.36,0.65,12.257272048617,2.31892608680947,0.22142857228504514
7.143,24.65,10208700416,3956999936.0,-81400000,-0.46,33576996864,169.78,0.92,0.26,-25.6600701853327,1.75556351384273,0.3876105453930484
7.143,54.1,25834999808,3575000064.0,512000000,0.82,23154989056,79.48,1.43,0.72,-1.95472401825581,2.45785256232585,0.13837817265603286
5.714,30.41,15240800256,1566099968.0,357200000,2.36,11103751168,81.6,1.1,0.3,-17.4848024656044,2.32321088151627,0.10275706929388158
5.714,22.43,3952199936,895699968.0,412100000,2.56,11196385280,20.36,4.95,3.06,-19.8180715615734,2.93661430302572,0.22663326312042123
8.571,8.24,8705000448,2949985920.0,2880999936,7.3,22900324352,74.58,1.24,0.79,36.5660122016398,2.60887063611052,0.0
7.143,52.39,23217999872,6176999936.0,2859000064,7.39,148354547712,82.92,1.64,0.8,20.7124520343435,1.33223349193811,0.266043585582461
7.143,18.37,80787996672,4435999744.0,1908999936,3.87,34461016064,751.1,1.26,0.72,-3.28555238164533,1.35811144976346,0.05490914401566608
5.714,16.48,122934001664,44259000320.0,11745999872,1.63,193237827584,119.25,0.7,0.44,63.703507769367,1.46526983543433,0.36002244880116685
10.0,10.21,11626999808,2476699904.0,1122400000,5.35,11077529600,47.23,0.94,0.6,-4.09925129310772,1.61185511036768,0.21301281026046784
4.286,47.47,8387999744,4256999936.0,1720000000,29.67,78890065920,74.58,3.09,2.0,15.8035713836406,1.73984992689495,0.5075107374729075
7.143,28.03,5769800192,1393299968.0,829299968,17.46,22963398656,29.85,2.18,1.29,25.3901997362254,1.43331467709448,0.24148149357612972
7.143,64.14,1208770048,288959008.0,131643000,0.83,8416605184,20.99,3.71,2.23,-34.8333876055869,2.36975861987465,0.2390520914032443
7.143,34.66,16026000384,3848000000.0,1390000000,4.6,47275524096,46.48,1.51,0.96,9.69555392650851,1.61060076325365,0.240109815786711
7.143,23.6,2905741056,723016000.0,577070976,3.53,13362985984,2.46,2.7,1.49,-33.0137739505419,3.25534561063722,0.24882327298472118
7.143,24.65,11530999808,2949985920.0,-264000000,-0.19,53795905536,74.58,1.24,0.79,10.0317654094523,1.86873596758295,0.0
8.571,11.28,106566000640,8720000000.0,4091000064,8.86,45404196864,135.52,0.94,0.3,-35.9794100243598,2.36266868565225,0.08182722395164102
7.143,30.54,56360001536,7406000128.0,4864000000,4.27,145266507776,152.25,1.18,0.54,33.5286046909129,1.12787357556823,0.131405250641617
4.286,8053.5,2850693120,730153024.0,171656000,1.96,13135870976,30.11,1.25,0.81,62.4969635393816,1.89966324347319,0.25613175226662066
4.286,25.13,42898001920,10826000384.0,6513999872,17.05,161775058944,69.23,1.78,1.2,-27.2394223600006,1.49500053841689,0.25236607532885297
7.143,23.2,82691997696,31601999872.0,11918000128,10.25,270044069888,199.15,1.16,0.9,47.6487957091514,1.53547817412697,0.3821651520402035
5.714,67.0,727664000,591700992.0,460195008,20.04,30416703488,0.11,7.8,7.69,122.846033094096,3.32103984056974,0.8131513885529585
8.571,23.81,6878600192,1542200064.0,859600000,3.8,16958668800,274.98,1.76,0.98,103.414279099972,2.54739222331947,0.2242026024122787
8.571,30.31,16380600320,4060000000.0,1195299968,5.43,35698327552,630.03,0.65,0.49,48.6008990650062,2.05125104073839,0.24785416411405367
8.571,11.57,3570599936,683200000.0,1513900032,6.13,16915464192,25.67,0.84,0.54,24.2376405248932,1.99716135239195,0.19134039440032075
8.571,10.97,7107299840,2832999936.0,1964400000,8.81,21300150272,4.48,3.89,3.89,-10.0817145386086,1.65946552225266,0.39860425193486704
7.143,14.49,47004999680,6377999872.0,4238000128,18.36,60275961856,28.5,0.32,0.19,25.0125854839555,1.62277363862279,0.1356876909992567
10.0,26.11,14955348992,1916492032.0,1082441984,2.01,27901814784,257.39,1.41,0.09,-2.25194615108141,1.83111941219464,0.12814759675786774
5.714,182.96,95724003328,12549999616.0,6106999808,1.74,1025392640000,17.41,2.0,1.38,85.2056589876789,4.49263513523679,0.13110608812501504
5.714,21.76,53615001600,3489999872.0,914000000,2.57,19920603136,48.93,1.67,0.62,-3.18041010985939,1.35887002390044,0.06509371944138859
10.0,34.13,20311199744,3934000128.0,2764699904,12.14,92409733120,63.47,1.09,0.7,28.1140438073618,1.71318961739658,0.19368625081647958
7.143,24.65,5450500096,354500000.0,-3655699968,-21.36,39849267200,71.97,0.83,0.67,56.8461296046272,1.78302130200038,0.06503990345035672
10.0,35.75,16049000448,7097999872.0,4848000000,5.27,171156111360,78.31,5.26,3.24,3.25147712880697,2.21816847304073,0.44227052613015166
7.143,17.03,13873000448,1523000064.0,831000000,4.44,13651457024,56.37,1.8,0.64,-13.8715440130262,1.65015344019781,0.10978159120722607
7.143,84.92,2190608896,430240000.0,289908000,6.61,24316911616,18.22,0.94,0.88,17.2084821231759,1.5624660320544,0.19640201442877733
5.714,7.18,57736998912,8504000000.0,3660000000,10.99,25788772352,260.98,0.78,0.68,45.1490726148641,3.16027686718976,0.14728856989885106
7.143,15.1,45380001792,4576000000.0,12286000128,5.71,180287520768,43.54,1.02,0.79,30.5816471796604,2.73251539098732,0.10083736931025637
4.286,118.31,1705219968,1002488000.0,118346000,0.36,16056259584,136.54,0.54,0.0,13.4303342557341,1.3077794214752,0.5878936552542177
1.429,10.85,16084073472,2343207936.0,1196937984,17.8,12593901568,73.98,1.32,1.09,8.58972344113945,2.04064800422887,0.1456849808650265
8.571,16.35,11295653888,1831708032.0,1201117952,25.33,18703419392,77.29,1.7,0.52,2.55223234396475,2.39853125449878,0.1621604247228153
7.143,15.84,410057015296,36238000128.0,22105999360,23.9,343338844160,77.28,0.85,0.77,-24.8567987829926,2.05821339925782,0.08837307685576741
8.571,20.73,24245999616,12179000320.0,6732000256,11.1,137491169280,211.38,0.73,0.55,-4.22793951881619,1.38940900824002,0.5023096804787147
5.714,14.74,90909999104,11656999936.0,5856000000,6.85,85546917888,163.18,1.09,0.96,-30.3048780873266,1.90042195222649,0.12822571830260965
8.571,18.29,15578999808,4524000256.0,2551000064,38.53,45855166464,159.21,0.85,0.75,1.93237145266193,2.35558695806458,0.29039093085275425
7.143,10.91,25355999232,2949985920.0,6303000064,4.04,68662378496,74.58,1.24,0.79,11.1962016123839,1.80633913414419,0.0
8.571,35.67,37620998144,26225000448.0,19641999360,9.94,679181680640,54.59,1.08,0.68,27.8446100781137,1.31382647299559,0.6970841216817237
7.143,12.65,3881927936,3498725888.0,2632400896,2.5,33429020672,65.74,21.5,21.5,12.9151717322027,1.22016697286173,0.9012856358186655
8.571,44.14,122355998720,5161999872.0,924000000,2.94,40649445376,41.25,1.56,1.05,-14.2981220952932,2.24932078498384,0.04218836776293039
10.0,28.4,5279000064,1314000000.0,874000000,3.5,24639862784,121.87,2.19,1.77,4.10356772053621,1.30951881305488,0.24891077553887297
7.143,38.47,7506599936,2132999936.0,944899968,7.12,36080906240,67.82,2.42,1.39,1.89384175814967,1.6736016466694,0.2841499419425034
7.143,45.32,2930700032,1404899968.0,964099968,6.78,42241695744,3178.84,1.27,1.2,23.2520980480814,1.25904280042698,0.4793735123554262
7.143,34.09,1575399936,1106499968.0,790899968,8.19,26217349120,74.58,0.56,0.5,63.19188295548,1.29690425095547,0.7023613132862283
8.571,24.65,11099700224,4584399872.0,-988899968,-3.82,112751853568,10.0,2.65,2.12,2.12593091995099,1.63460647182424,0.4130201518494631
4.286,23.03,18102999040,6792000000.0,2233999872,6.31,49435017216,311.89,0.86,0.26,62.5196348697027,4.69553804802476,0.3751864530839637
5.714,198.33,5055948800,1928465024.0,142332992,0.33,29537452032,108.9,0.63,0.41,41.7406466942553,1.34693280151427,0.3814249511387457
5.714,24.65,14739300352,4483200000.0,-634200000,-0.53,10785396736,76.77,1.65,0.8,-16.4196918900415,2.11560137508843,0.30416640498079456
7.143,10.2,135292002304,49336999936.0,17782999040,4.2,180645249024,169.09,0.61,0.47,12.8084941535049,1.42306018503558,0.36467048381130596
7.143,31.31,10499999744,2184999936.0,1103000064,6.39,34238889984,41.41,1.34,0.67,21.9140434617435,1.62724072068048,0.20809523707356006
10.0,33.21,2983252992,1037862976.0,657019008,11.01,21780627456,78.58,1.81,1.14,4.78842366066424,2.21182654045657,0.3478963999309382
7.143,24.65,151946002432,1326000000.0,-5778999808,-6.69,9775862784,428.71,0.61,0.27,-33.2639671816508,3.89307469249249,0.008726784375873405
5.714,24.65,39321001984,7671000064.0,-11310999552,-4.62,23266465792,123.09,0.89,0.58,12.2314988607689,3.468795471893,0.19508658673350657
10.0,135.13,8446000128,825000000.0,526000000,1.94,70484180992,37.22,1.9,1.81,6.64967128574194,2.17021027179276,0.09767937337165998
10.0,16.03,15605000192,2289999872.0,1062000000,2.92,16330980352,74.58,1.56,0.95,-12.7382939802245,2.91673292140564,0.1467478272236089
7.143,20.53,9069200384,3586299904.0,1629100032,5.13,33617575936,152.77,0.5,0.32,27.4515204875071,1.07830449588792,0.3954372769540958
8.571,83.09,8554464256,3153949952.0,1082491008,1.76,95630671872,49.2,1.83,1.59,49.2390699569162,1.31412121826472,0.36869052901680627
4.286,13.43,77254000640,2949985920.0,18908999680,5.56,243005915136,74.58,1.24,0.79,24.8284594239358,2.1085498153629,0.0
7.143,33.84,22922000384,6732000256.0,2675000064,6.63,90421075968,275.54,0.83,0.71,8.12771958752107,1.24387016537831,0.2936916561915367
8.571,30.54,11082999808,5696999936.0,2280999936,1.86,69357764608,184.4,0.4,0.24,49.0281066973422,1.62663881379737,0.5140305002881761
5.714,39.93,680984969216,42221998080.0,19435999232,2.41,769925644288,63.58,0.82,0.2,60.930642509363,1.43240834453783,0.062001365652180354
4.286,16.58,13929377792,2400033024.0,1731214976,4.31,27106883584,34.34,0.38,0.22,39.7085136607277,1.49550879274944,0.17230008833405328
10.0,19.78,7711541248,1663885952.0,1125250944,8.78,21499211776,62.89,1.44,0.7,12.0292253944716,3.27794617873258,0.2157656813975457
8.571,34.3,2895800064,756499968.0,467200000,6.37,15696782336,11.46,2.77,1.85,-38.8221136385582,3.10716924736447,0.2612404003317268
8.571,24.65,9811999744,2556000000.0,-53000000,-0.46,30268450816,72.17,1.16,0.29,21.7802182859113,1.21834299189836,0.2604973569799555
8.571,54.73,7090999808,1142000000.0,365000000,0.49,19462496256,53.8,2.04,1.1,-11.7575746926414,1.6168695989599,0.16104922167838817
4.286,25.47,6965449216,1680557952.0,429608992,3.74,9959290880,74.58,1.08,1.0,-1.68604294067899,2.38795768015115,0.24127057708491662
8.571,20.15,13697999872,5358000128.0,1931000064,3.4,39513899008,163.56,0.8,0.52,27.1255094544871,1.22560613366351,0.3911520059911999
5.714,14.45,341088010240,64872001536.0,33173000192,7.54,469578383360,13.92,1.24,0.86,-4.47135519578629,1.45264367452823,0.19019138635319977
10.0,34.05,8597999616,1727000064.0,906000000,3.71,30740099072,19.32,1.89,1.3,-9.57912635722662,1.56641274916173,0.200860681685334
5.714,29.23,7737999872,2747000064.0,1424999936,5.02,40869584896,74.58,1.4,1.11,9.70719735117107,1.32729099220592,0.3550013064668089
8.571,21.73,7698500096,2554400000.0,913400000,4.5,19347556352,59.06,2.44,1.27,-17.5038166661517,1.49819822782044,0.3318048929202741
7.143,28.13,5113999872,963000000.0,549000000,10.56,15122542592,65.11,1.45,0.96,-5.89557116544699,2.12353227924553,0.18830661402097118
10.0,29.18,9285999616,3867000064.0,2518000128,5.57,72357429248,145.63,1.74,0.92,-2.12375944797967,1.52498371064693,0.4164333646252867
